loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,start_date,monthly_payment,remaining_balance,status
LOAN000587,CUST004520,Mortgage,290007,0.0351,240,2017-07-18,1683.67,142749.79,Current
LOAN000588,CUST002101,Personal,6975,0.1096,12,2024-07-04,616.34,845.31,Current
LOAN000589,CUST000808,Mortgage,324574,0.0421,240,2025-03-26,2002.2,125962.27,Current
LOAN000590,CUST004744,Auto,31693,0.0619,48,2025-09-21,747.02,3873.08,Current
LOAN000591,CUST003751,Auto,27372,0.0408,48,2023-10-27,619.03,9404.79,Current
LOAN000592,CUST001363,Student,81733,0.0447,120,2023-01-16,845.92,17500.72,Current
LOAN000593,CUST002318,Auto,31215,0.0414,36,2023-03-17,923.56,27771.23,Current
LOAN000594,CUST004582,Personal,21673,0.0833,12,2025-01-19,1888.58,9860.19,Current
LOAN000595,CUST004742,Auto,35628,0.0775,36,2021-09-05,1112.37,29348.62,Current
LOAN000596,CUST001026,Personal,25631,0.0883,24,2022-04-16,1168.91,8436.57,Current
LOAN000597,CUST003110,Auto,42031,0.0678,60,2025-09-19,827.97,12455.31,Delinquent
LOAN000598,CUST002111,Auto,27284,0.0699,60,2023-06-03,540.11,20833.89,Paid Off
LOAN000599,CUST001042,Auto,15445,0.0588,72,2025-09-11,255.06,10723.4,Current
LOAN000600,CUST001877,Auto,44516,0.0766,36,2024-03-22,1388.02,7373.85,Current
LOAN000601,CUST000882,Mortgage,299286,0.0477,360,2022-05-20,1565.26,242613.33,Current
LOAN000602,CUST004300,Mortgage,332293,0.0593,360,2018-04-27,1977.6,80614.56,Current
LOAN000603,CUST001193,Auto,34458,0.0615,48,2017-06-22,811.56,12049.37,Current
LOAN000604,CUST004588,Personal,11693,0.1094,24,2024-11-10,544.64,1432.98,Current
LOAN000605,CUST004511,Auto,27114,0.0612,48,2023-01-23,638.21,14521.25,Current
LOAN000606,CUST003671,Mortgage,371834,0.0466,360,2025-05-14,1919.05,68505.05,Current
LOAN000607,CUST000625,Personal,29325,0.1134,60,2023-12-10,642.58,17179.29,Current
LOAN000608,CUST002797,Auto,36096,0.0633,36,2017-04-01,1103.46,27187.8,Delinquent
LOAN000609,CUST004292,Mortgage,477317,0.0571,240,2025-05-01,3341.55,98493.55,Current
LOAN000610,CUST004969,Auto,31596,0.0775,48,2022-12-31,767.59,17471.87,Delinquent
LOAN000611,CUST000234,Mortgage,428521,0.0497,360,2023-03-06,2292.88,284380.23,Current
LOAN000612,CUST004567,Personal,12244,0.0639,24,2025-06-08,544.8,1664.7,Current
LOAN000613,CUST001663,Mortgage,432936,0.0386,240,2025-09-12,2592.8,116519.75,Current
LOAN000614,CUST000416,Mortgage,138262,0.0485,240,2025-01-09,901.22,15621.4,Delinquent
LOAN000615,CUST004247,Auto,20684,0.0585,60,2024-05-01,398.42,8976.91,Current
LOAN000616,CUST002174,Personal,45142,0.0744,12,2023-11-20,3915.09,7279.29,Current
LOAN000617,CUST001457,Mortgage,480623,0.0553,180,2022-11-17,3933.57,249161.37,Current
LOAN000618,CUST000747,Student,73045,0.0551,120,2025-06-14,793.17,9358.58,Current
LOAN000619,CUST000018,Mortgage,127792,0.0571,180,2023-07-16,1058.69,83926.81,Current
LOAN000620,CUST001201,Mortgage,115279,0.04,360,2022-06-23,550.64,16868.78,Current
LOAN000621,CUST001700,Personal,30135,0.0776,24,2024-08-26,1359.63,15979.26,Current
LOAN000622,CUST003254,Student,93653,0.0592,120,2019-03-10,1035.81,69107.08,Current
LOAN000623,CUST000597,Auto,18654,0.0702,60,2023-03-30,369.58,5061.84,Current
LOAN000624,CUST003227,Auto,28235,0.0437,72,2023-10-08,446.46,19691.73,Current
LOAN000625,CUST004406,Mortgage,498068,0.0301,180,2025-04-24,3442.28,84750.56,Current
LOAN000626,CUST004720,Personal,34404,0.082,12,2024-03-19,2995.87,15557.13,Current
LOAN000627,CUST001506,Auto,22797,0.0662,36,2021-05-01,699.91,15171.83,Current
LOAN000628,CUST001413,Auto,49672,0.0527,36,2023-04-16,1494.82,35623.65,Delinquent
LOAN000629,CUST001966,Auto,22831,0.0709,60,2022-08-02,453.09,7125.58,Current
LOAN000630,CUST000372,Mortgage,400758,0.0384,360,2025-07-17,1877.23,54237.84,Current
LOAN000631,CUST001341,Personal,48687,0.0785,48,2023-06-04,1185.22,10958.36,Paid Off
LOAN000632,CUST000599,Student,30018,0.0562,240,2023-05-20,208.55,26797.15,Current
LOAN000633,CUST000239,Mortgage,284234,0.0442,240,2023-12-15,1785.81,54362.81,Current
LOAN000634,CUST003401,Personal,11862,0.1075,24,2024-03-28,551.51,3294.69,Delinquent
LOAN000635,CUST002068,Mortgage,126148,0.0555,360,2025-06-08,720.48,48368.69,Current
LOAN000636,CUST000811,Auto,41806,0.0799,48,2025-06-22,1020.45,34316.88,Delinquent
LOAN000637,CUST001095,Personal,35301,0.0695,12,2023-08-28,3053.65,10623.33,Current
LOAN000638,CUST004325,Personal,10923,0.093,24,2024-12-30,500.52,2110.88,Current
LOAN000639,CUST004761,Personal,16498,0.1113,48,2025-09-19,427.42,4016.16,Current
LOAN000640,CUST003677,Mortgage,137748,0.0315,240,2025-06-04,774.32,51845.69,Delinquent
LOAN000641,CUST003465,Mortgage,489405,0.035,360,2019-03-20,2196.93,243988.28,Current
LOAN000642,CUST003104,Mortgage,225305,0.0507,180,2023-06-24,1790.34,36413.65,Current
LOAN000643,CUST002750,Personal,14271,0.0694,24,2021-11-30,638.56,12356.57,Current
LOAN000644,CUST002296,Auto,41394,0.0537,48,2024-08-24,960.3,15505.75,Current
LOAN000645,CUST004193,Student,65889,0.0674,240,2023-06-12,500.51,39214.97,Current
LOAN000646,CUST003709,Auto,34255,0.0735,72,2024-07-05,589.71,7723.46,Current
LOAN000647,CUST003019,Personal,27060,0.0991,12,2020-09-10,2377.84,18979.9,Current
LOAN000648,CUST004253,Auto,17716,0.0449,72,2022-06-17,281.13,11253.47,Current
LOAN000649,CUST000804,Mortgage,198708,0.0453,180,2023-03-31,1523.5,172870.17,Current
LOAN000650,CUST004191,Auto,19001,0.0537,72,2022-12-13,309.28,13477.73,Current
LOAN000651,CUST003706,Mortgage,478648,0.0582,360,2022-12-24,2813.88,273027.22,Current
LOAN000652,CUST000752,Personal,11441,0.0719,48,2020-08-01,274.99,1373.04,Current
LOAN000653,CUST004645,Mortgage,495415,0.0586,180,2022-01-02,4142.49,213459.6,Current
LOAN000654,CUST002532,Personal,32290,0.0889,48,2020-03-23,801.85,4608.9,Current
LOAN000655,CUST000622,Auto,26990,0.0726,60,2023-12-07,537.75,10707.04,Delinquent
LOAN000656,CUST002298,Auto,20800,0.0568,36,2017-07-31,629.79,13033.27,Current
LOAN000657,CUST003829,Mortgage,270982,0.0511,180,2017-05-06,2159.17,204344.22,Delinquent
LOAN000658,CUST000567,Student,12207,0.0535,180,2019-07-08,98.78,3186.93,Current
LOAN000659,CUST001136,Auto,45829,0.0479,36,2025-04-04,1369.23,26662.23,Current
LOAN000660,CUST001205,Mortgage,137566,0.0316,240,2025-05-03,774.33,22898.94,Current
LOAN000661,CUST001048,Personal,36174,0.0761,12,2017-04-21,3140.24,9064.81,Current
LOAN000662,CUST000052,Mortgage,271828,0.0321,240,2024-11-17,1536.47,206727.75,Current
LOAN000663,CUST003652,Auto,21735,0.0504,72,2024-09-15,350.47,13489.31,Current
LOAN000664,CUST001045,Student,91293,0.0481,240,2020-07-04,593.17,81774.37,Current
LOAN000665,CUST002182,Auto,34119,0.0575,48,2023-01-28,797.32,24239.78,Current
LOAN000666,CUST002689,Student,16025,0.0702,120,2024-10-24,186.2,13849.94,Paid Off
LOAN000667,CUST000535,Auto,25560,0.0603,48,2018-06-13,600.6,6634.14,Current
LOAN000668,CUST003185,Personal,25391,0.075,12,2023-08-25,2202.83,6561.22,Current
LOAN000669,CUST003858,Mortgage,398776,0.0379,240,2021-04-19,2372.05,236725.78,Current
LOAN000670,CUST000444,Auto,31002,0.057,36,2018-04-01,938.93,8188.1,Current
LOAN000671,CUST003605,Mortgage,457496,0.0554,360,2022-06-02,2608.05,186034.17,Current
LOAN000672,CUST000196,Student,85023,0.0423,240,2022-11-19,525.38,18283.23,Current
LOAN000673,CUST001116,Personal,28036,0.0931,60,2021-12-29,586.2,24662.69,Current
LOAN000674,CUST000766,Mortgage,110974,0.0428,360,2021-05-13,547.97,61985.88,Current
LOAN000675,CUST001946,Mortgage,294359,0.053,240,2025-09-13,1991.25,65036.19,Paid Off
LOAN000676,CUST003248,Auto,44885,0.0591,72,2022-02-15,741.97,7022.75,Current
LOAN000677,CUST003003,Auto,38611,0.0425,60,2024-08-01,715.47,19570.04,Current
LOAN000678,CUST001433,Mortgage,450902,0.0452,180,2022-03-10,3454.98,143337.74,Current
LOAN000679,CUST004201,Student,84105,0.0699,240,2020-11-19,651.52,60149.01,Current
LOAN000680,CUST003096,Student,28747,0.0471,180,2024-09-25,223.02,22001.67,Current
LOAN000681,CUST002923,Personal,26533,0.11,48,2024-10-26,685.75,14393.46,Current
LOAN000682,CUST000645,Student,33696,0.0478,120,2023-04-23,353.81,9050.7,Current
LOAN000683,CUST001050,Personal,39578,0.0846,12,2021-08-09,3451.31,26789.83,Current
LOAN000684,CUST003746,Mortgage,461813,0.0354,240,2022-11-14,2687.4,397038.78,Current
LOAN000685,CUST004094,Auto,39205,0.0476,72,2022-03-11,627.06,18919.7,Current
LOAN000686,CUST004404,Personal,10902,0.1018,36,2023-05-27,352.7,4955.16,Delinquent
LOAN000687,CUST000121,Auto,21378,0.0739,48,2025-07-09,515.77,8589.19,Current
LOAN000688,CUST002053,Auto,34354,0.0775,60,2024-11-08,692.55,28204.87,Delinquent
LOAN000689,CUST004259,Auto,37967,0.0711,36,2020-07-20,1174.28,17845.24,Current
LOAN000690,CUST004889,Auto,27123,0.0518,60,2022-02-06,514.03,20349.68,Current
LOAN000691,CUST004335,Personal,12667,0.0631,12,2020-03-08,1092.03,2517.56,Current
LOAN000692,CUST004692,Auto,44901,0.0637,48,2020-03-25,1062.05,35737.12,Current
LOAN000693,CUST000135,Mortgage,372157,0.0439,240,2025-04-19,2332.3,218917.99,Delinquent
LOAN000694,CUST002461,Auto,15847,0.0738,72,2021-08-15,273.11,7930.61,Current
LOAN000695,CUST001955,Student,42442,0.0562,120,2020-04-19,463.21,13485.84,Current
LOAN000696,CUST002464,Student,39808,0.0479,240,2019-10-26,258.2,18277.77,Current
LOAN000697,CUST000185,Auto,45494,0.0713,60,2018-10-08,903.57,19505.07,Current
LOAN000698,CUST001393,Mortgage,427461,0.0357,360,2025-08-22,1936.67,181591.06,Current
LOAN000699,CUST002277,Auto,32673,0.0564,60,2019-05-30,626.25,13721.23,Current
LOAN000700,CUST000512,Personal,23481,0.0887,12,2022-04-19,2052.02,18779.75,Delinquent
LOAN000701,CUST004730,Mortgage,284802,0.0434,360,2025-01-14,1415.27,133199.67,Delinquent
LOAN000702,CUST004055,Personal,30352,0.1055,12,2025-03-05,2676.15,10380.89,Current
LOAN000703,CUST003138,Auto,24611,0.0445,60,2025-07-16,458.31,17843.47,Current
LOAN000704,CUST002670,Mortgage,138567,0.0352,240,2017-10-17,804.95,71545.84,Current
LOAN000705,CUST004774,Personal,32976,0.1163,24,2018-09-12,1546.67,19461.08,Current
LOAN000706,CUST004862,Personal,44429,0.1078,48,2024-09-27,1143.65,32240.27,Current
LOAN000707,CUST002118,Mortgage,383380,0.0358,180,2023-08-02,2755.27,146748.36,Delinquent
LOAN000708,CUST000252,Mortgage,235878,0.0317,240,2023-12-24,1328.53,39361.41,Current
LOAN000709,CUST003527,Mortgage,337801,0.038,180,2024-03-17,2465.77,52589.01,Current
LOAN000710,CUST003560,Mortgage,368975,0.0302,180,2021-03-27,2552.46,320908.25,Current
LOAN000711,CUST004012,Mortgage,331128,0.0561,240,2025-02-20,2297.73,270082.68,Current
LOAN000712,CUST001508,Auto,30069,0.0609,72,2024-09-28,499.64,14632.06,Current
LOAN000713,CUST000123,Auto,17028,0.0577,36,2024-11-21,516.24,14432.62,Current
LOAN000714,CUST004260,Mortgage,447984,0.05,180,2024-10-16,3542.7,345796.99,Current
LOAN000715,CUST003334,Personal,42291,0.1141,36,2023-04-23,1392.76,17996.23,Current
LOAN000716,CUST001872,Auto,13833,0.0692,60,2024-09-19,273.37,8241.14,Current
LOAN000717,CUST003693,Mortgage,362157,0.0394,240,2022-06-24,2182.3,46674.83,Current
LOAN000718,CUST000568,Auto,36857,0.0547,36,2020-07-16,1112.5,31631.21,Current
LOAN000719,CUST001372,Personal,23328,0.0653,24,2022-04-13,1039.5,17215.4,Current
LOAN000720,CUST003186,Student,28366,0.0714,240,2023-02-18,222.39,6961.39,Current
LOAN000721,CUST003956,Mortgage,136717,0.0496,240,2019-06-28,899.47,55557.02,Current
LOAN000722,CUST001057,Auto,49662,0.0434,72,2025-08-20,784.62,9963.95,Current
LOAN000723,CUST000857,Mortgage,324331,0.0546,180,2019-11-13,2643.97,94933.29,Current
LOAN000724,CUST003839,Mortgage,164117,0.0593,360,2023-01-22,976.07,33790.07,Current
LOAN000725,CUST002861,Auto,45948,0.0481,36,2019-01-26,1373.16,36092.34,Paid Off
LOAN000726,CUST004770,Personal,17498,0.1055,12,2023-04-06,1542.83,5602.13,Current
LOAN000727,CUST000777,Mortgage,106860,0.0347,360,2024-10-17,478.02,65888.7,Current
LOAN000728,CUST000721,Mortgage,357014,0.032,180,2023-07-14,2499.53,317990.54,Delinquent
LOAN000729,CUST002711,Auto,19858,0.0532,72,2025-06-06,322.73,9399.52,Current
LOAN000730,CUST002655,Auto,37285,0.0527,36,2019-07-09,1121.92,32422.52,Current
LOAN000731,CUST004878,Mortgage,376522,0.035,240,2021-09-15,2184.33,73643.66,Current
LOAN000732,CUST000603,Mortgage,292240,0.0477,180,2025-05-24,2275.63,31037.77,Current
LOAN000733,CUST003823,Mortgage,359988,0.0426,240,2021-07-04,2231.85,94765.95,Current
LOAN000734,CUST001245,Personal,49823,0.1059,48,2022-01-17,1277.82,31438.76,Current
LOAN000735,CUST004846,Student,39226,0.0687,240,2024-01-26,300.97,22092.9,Current
LOAN000736,CUST004842,Auto,39844,0.076,48,2025-05-26,965.31,35763.6,Current
LOAN000737,CUST000319,Mortgage,475130,0.0312,180,2021-05-07,3309.44,279939.54,Current
LOAN000738,CUST000829,Student,84698,0.0505,180,2023-10-19,672.18,55062.6,Current
LOAN000739,CUST003264,Auto,11906,0.0482,72,2023-01-08,190.76,4219.99,Delinquent
LOAN000740,CUST000275,Personal,27054,0.0955,60,2024-10-18,568.9,16731.91,Delinquent
LOAN000741,CUST002665,Mortgage,156742,0.035,240,2024-07-03,909.23,56488.61,Current
LOAN000742,CUST000550,Auto,47661,0.0695,72,2023-10-03,811.44,13496.72,Current
LOAN000743,CUST003642,Mortgage,317186,0.0475,360,2025-06-19,1653.85,192416.71,Current
LOAN000744,CUST004054,Mortgage,131099,0.0487,180,2025-05-14,1027.79,59283.48,Current
LOAN000745,CUST004893,Personal,34197,0.0624,48,2022-12-04,806.9,3799.46,Current
LOAN000746,CUST002935,Auto,18389,0.0699,48,2024-11-11,440.28,8902.63,Paid Off
LOAN000747,CUST000606,Auto,34427,0.0703,60,2025-05-09,682.12,22339.12,Current
LOAN000748,CUST000897,Mortgage,137194,0.0469,180,2019-09-17,1062.57,29041.03,Current
LOAN000749,CUST000528,Student,78238,0.0407,180,2025-03-10,581.45,31957.45,Delinquent
LOAN000750,CUST004608,Student,47148,0.0758,240,2025-03-11,382.05,29112.15,Current
LOAN000751,CUST002348,Mortgage,175797,0.0402,240,2025-08-30,1067.09,138392.42,Current
LOAN000752,CUST003440,Mortgage,221256,0.0445,240,2024-05-17,1393.3,67729.19,Current
LOAN000753,CUST004999,Personal,12753,0.1117,36,2024-12-28,418.52,10870.29,Current
LOAN000754,CUST004827,Auto,33366,0.0666,36,2025-07-15,1025.09,6585.91,Current
LOAN000755,CUST003923,Personal,11093,0.1056,12,2025-04-25,978.15,5111.15,Current
LOAN000756,CUST000299,Student,82680,0.0528,180,2024-09-15,666.02,17189.33,Current
LOAN000757,CUST002120,Mortgage,219655,0.0459,180,2025-08-04,1690.6,168418.75,Current
LOAN000758,CUST002537,Mortgage,402760,0.0396,180,2025-03-22,2971.73,103099.6,Current
LOAN000759,CUST004204,Auto,37634,0.0451,60,2023-11-26,701.73,19123.19,Current
LOAN000760,CUST003255,Personal,24771,0.0823,12,2023-07-02,2157.37,4968.38,Current
LOAN000761,CUST003726,Personal,32242,0.0861,36,2023-11-05,1019.41,23050.79,Current
LOAN000762,CUST001261,Personal,10151,0.0867,48,2025-04-27,251.0,8021.27,Current
LOAN000763,CUST001559,Auto,29698,0.048,48,2024-02-09,681.21,15236.35,Current
LOAN000764,CUST003270,Auto,34965,0.0526,36,2025-09-14,1051.95,9991.49,Current
LOAN000765,CUST004047,Auto,16121,0.0464,72,2021-10-09,256.96,11142.27,Paid Off
LOAN000766,CUST000757,Student,37639,0.061,180,2025-08-06,319.66,12633.69,Delinquent
LOAN000767,CUST001011,Mortgage,341952,0.039,180,2020-01-19,2512.61,59644.66,Current
LOAN000768,CUST002795,Mortgage,477327,0.0532,180,2023-02-23,3853.59,118722.63,Current
LOAN000769,CUST002906,Mortgage,484756,0.0468,360,2017-01-16,2508.92,417798.17,Current
LOAN000770,CUST001871,Personal,21890,0.0693,48,2021-03-27,523.44,15737.21,Current
LOAN000771,CUST002230,Mortgage,104400,0.0408,240,2025-06-17,636.97,87245.88,Current
LOAN000772,CUST001174,Student,86094,0.0503,120,2023-10-25,914.38,51918.85,Current
LOAN000773,CUST001833,Mortgage,197897,0.0553,360,2023-08-28,1127.21,133640.35,Paid Off
LOAN000774,CUST000377,Personal,33222,0.0614,12,2025-03-17,2861.37,19252.18,Paid Off
LOAN000775,CUST003854,Mortgage,123203,0.0338,360,2025-08-23,544.84,35900.45,Delinquent
LOAN000776,CUST003617,Personal,23687,0.075,24,2025-05-07,1065.95,7276.08,Current
LOAN000777,CUST000799,Mortgage,295289,0.0411,360,2023-03-10,1428.07,214520.28,Current
LOAN000778,CUST000379,Personal,27349,0.1154,48,2022-06-13,714.07,21761.36,Current
LOAN000779,CUST001159,Mortgage,476078,0.0386,180,2023-09-25,3488.95,227431.67,Delinquent
LOAN000780,CUST003820,Mortgage,465786,0.0368,360,2024-12-05,2139.4,100662.8,Current
LOAN000781,CUST002793,Personal,42950,0.093,36,2021-07-26,1371.73,8589.94,Paid Off
LOAN000782,CUST002241,Mortgage,444097,0.045,360,2025-09-03,2250.28,390188.64,Current
LOAN000783,CUST004036,Student,39460,0.0604,120,2025-09-13,438.95,15771.74,Current
LOAN000784,CUST002663,Auto,28353,0.0554,72,2025-01-13,463.78,7830.36,Current
LOAN000785,CUST004013,Mortgage,475991,0.0596,180,2024-06-18,4005.51,50913.26,Current
LOAN000786,CUST002958,Auto,36008,0.0791,72,2024-04-24,629.81,5923.24,Delinquent
LOAN000787,CUST003928,Mortgage,476273,0.0547,360,2025-07-25,2695.74,348280.99,Current
LOAN000788,CUST001039,Mortgage,179798,0.034,180,2025-05-09,1276.43,131655.7,Current
LOAN000789,CUST003260,Auto,12044,0.0574,60,2024-12-28,231.37,4781.45,Current
LOAN000790,CUST001345,Mortgage,124393,0.0502,360,2024-12-07,669.62,111161.79,Current
LOAN000791,CUST002506,Personal,26281,0.1141,24,2023-06-14,1229.89,7389.05,Current
LOAN000792,CUST001722,Mortgage,281470,0.0496,360,2025-09-15,1503.86,234380.79,Current
LOAN000793,CUST004664,Personal,27600,0.0621,60,2025-01-28,536.27,15155.57,Current
LOAN000794,CUST000176,Auto,48314,0.0707,48,2024-01-11,1158.51,17308.84,Current
LOAN000795,CUST004894,Personal,36422,0.0837,48,2025-03-26,895.44,8393.89,Current
LOAN000796,CUST001910,Personal,21167,0.1021,36,2020-11-25,685.12,5540.74,Current
LOAN000797,CUST000046,Mortgage,370756,0.0404,180,2018-03-27,2749.87,207061.11,Current
LOAN000798,CUST003410,Personal,17326,0.0644,36,2024-01-10,530.59,5574.09,Current
LOAN000799,CUST004675,Mortgage,318558,0.0367,360,2025-08-30,1460.52,146735.21,Current
LOAN000800,CUST001076,Auto,34210,0.0588,48,2025-01-27,801.55,22194.63,Current
LOAN000801,CUST002830,Auto,49728,0.0454,60,2025-06-14,928.09,30056.2,Current
LOAN000802,CUST001505,Auto,28592,0.0558,60,2023-09-20,547.15,3375.65,Delinquent
LOAN000803,CUST002310,Auto,15533,0.0674,36,2022-06-18,477.78,11061.41,Current
LOAN000804,CUST001437,Mortgage,209141,0.0567,180,2016-07-29,1727.42,176357.98,Delinquent
LOAN000805,CUST002419,Personal,7808,0.1008,48,2024-08-20,198.34,4608.69,Paid Off
LOAN000806,CUST003987,Student,91396,0.062,180,2024-08-17,780.94,11895.73,Current
LOAN000807,CUST003099,Auto,21888,0.0791,60,2023-12-02,442.88,18273.29,Paid Off
LOAN000808,CUST004589,Auto,28611,0.0655,60,2025-01-20,560.48,15420.78,Current
LOAN000809,CUST000284,Personal,42172,0.1015,24,2022-04-08,1948.89,6404.35,Current
LOAN000810,CUST004919,Personal,7498,0.0661,48,2019-04-10,178.21,4878.56,Delinquent
LOAN000811,CUST000843,Auto,46809,0.0611,72,2023-05-24,778.23,32320.32,Current
LOAN000812,CUST001514,Personal,28770,0.0601,48,2025-07-17,675.78,24864.22,Delinquent
LOAN000813,CUST001169,Auto,44843,0.0609,72,2024-10-19,745.16,18655.49,Paid Off
LOAN000814,CUST001593,Auto,48056,0.0569,48,2024-09-02,1121.86,5731.26,Delinquent
LOAN000815,CUST003461,Personal,45786,0.1096,48,2022-01-19,1182.42,30985.38,Current
LOAN000816,CUST003166,Personal,25971,0.0946,48,2025-04-14,651.92,8203.37,Current
LOAN000817,CUST002285,Personal,12795,0.0881,36,2023-03-21,405.73,2759.62,Current
LOAN000818,CUST003576,Mortgage,404478,0.0483,180,2020-12-08,3163.83,57701.91,Current
LOAN000819,CUST004871,Personal,8561,0.1165,48,2023-10-18,223.96,6618.76,Current
LOAN000820,CUST002306,Personal,14359,0.1136,36,2017-08-24,472.57,4500.28,Current
LOAN000821,CUST000953,Mortgage,380855,0.0337,180,2024-08-21,2697.83,312810.72,Current
LOAN000822,CUST004943,Auto,38545,0.0498,36,2020-11-24,1154.9,31448.47,Current
LOAN000823,CUST003054,Mortgage,206896,0.0467,360,2022-06-01,1069.88,41714.01,Current
LOAN000824,CUST004560,Mortgage,167758,0.0433,180,2021-09-04,1268.87,144767.02,Current
LOAN000825,CUST002686,Mortgage,219217,0.0513,180,2022-01-01,1748.74,164701.68,Current
LOAN000826,CUST001490,Mortgage,479387,0.0348,360,2024-07-02,2147.3,358452.93,Current
LOAN000827,CUST000928,Student,35160,0.0786,180,2020-08-21,333.12,10633.09,Current
LOAN000828,CUST001210,Mortgage,152749,0.0449,240,2025-06-03,965.33,81861.15,Current
LOAN000829,CUST003974,Auto,22409,0.0513,60,2021-11-04,424.22,4469.99,Current
LOAN000830,CUST003546,Student,14974,0.046,180,2025-03-31,115.31,11785.74,Current
LOAN000831,CUST004362,Auto,43718,0.0439,36,2022-08-06,1298.41,4639.78,Current
LOAN000832,CUST001922,Mortgage,213614,0.0363,240,2024-08-03,1253.52,122765.56,Current
LOAN000833,CUST000352,Personal,44687,0.067,12,2025-07-09,3860.53,14236.77,Current
LOAN000834,CUST004899,Student,49647,0.0671,120,2025-07-01,569.01,20869.68,Current
LOAN000835,CUST003394,Personal,28564,0.0639,60,2024-01-21,557.46,9769.6,Delinquent
LOAN000836,CUST002722,Mortgage,293090,0.0549,180,2024-06-15,2393.96,162147.04,Current
LOAN000837,CUST004982,Auto,12377,0.0495,72,2023-04-04,199.07,7124.11,Current
LOAN000838,CUST000719,Personal,35546,0.0851,48,2025-04-15,876.34,22931.17,Current
LOAN000839,CUST002703,Personal,11040,0.09,12,2018-09-01,965.46,6692.48,Current
LOAN000840,CUST002723,Personal,21820,0.0785,36,2023-06-14,682.29,9359.39,Current
LOAN000841,CUST004562,Student,87034,0.0797,240,2022-10-25,726.54,42286.01,Current
LOAN000842,CUST000309,Auto,23446,0.0766,72,2024-12-14,407.25,8631.96,Current
LOAN000843,CUST001676,Auto,27939,0.0613,72,2023-01-13,464.77,21000.67,Delinquent
LOAN000844,CUST000834,Auto,49691,0.0571,48,2025-02-21,1160.51,38875.73,Current
LOAN000845,CUST000367,Personal,19183,0.0868,24,2023-12-25,873.6,3333.31,Current
LOAN000846,CUST004507,Personal,23501,0.0992,48,2020-07-17,595.12,19852.56,Current
LOAN000847,CUST002079,Mortgage,436837,0.0444,180,2024-02-11,3328.34,247005.42,Current
LOAN000848,CUST004039,Mortgage,492949,0.0544,240,2018-05-10,3373.38,159385.39,Current
LOAN000849,CUST004847,Mortgage,169293,0.0557,180,2022-05-22,1389.45,142212.23,Paid Off
LOAN000850,CUST004480,Mortgage,199058,0.0425,240,2022-07-25,1232.77,47580.02,Current
LOAN000851,CUST001747,Student,61590,0.0697,240,2021-12-13,476.35,26432.96,Current
LOAN000852,CUST000020,Mortgage,328188,0.0396,240,2021-03-13,1981.86,33534.97,Current
LOAN000853,CUST001323,Mortgage,368092,0.0525,360,2025-02-02,2032.52,109102.94,Current
LOAN000854,CUST003568,Student,14390,0.0594,180,2023-09-24,120.95,7490.87,Current
LOAN000855,CUST002522,Mortgage,449423,0.0515,240,2021-12-21,3004.44,303460.6,Current
LOAN000856,CUST000219,Mortgage,423220,0.0418,360,2023-02-06,2065.14,166412.44,Current
LOAN000857,CUST001488,Auto,33442,0.0651,72,2025-04-27,562.33,19956.59,Delinquent
LOAN000858,CUST000439,Student,74941,0.0783,240,2018-10-02,619.08,25130.87,Delinquent
LOAN000859,CUST004175,Personal,34716,0.0684,36,2019-09-11,1069.37,21002.05,Current
LOAN000860,CUST002751,Auto,30971,0.0492,60,2019-12-11,583.28,4975.47,Delinquent
LOAN000861,CUST003289,Mortgage,402681,0.048,360,2023-12-06,2112.01,286310.16,Current
LOAN000862,CUST003434,Auto,29877,0.0596,36,2024-05-28,908.31,13944.41,Current
LOAN000863,CUST002526,Auto,46376,0.0585,48,2025-06-30,1086.01,34443.9,Current
LOAN000864,CUST004651,Mortgage,439309,0.0458,240,2017-01-09,2798.74,127861.18,Current
LOAN000865,CUST003689,Auto,46592,0.0703,60,2019-08-29,923.21,13138.71,Current
LOAN000866,CUST002764,Mortgage,153211,0.054,180,2025-09-23,1243.74,118975.8,Current
LOAN000867,CUST000803,Mortgage,212802,0.0426,240,2025-06-26,1318.52,67108.78,Current
LOAN000868,CUST002998,Personal,5637,0.0744,48,2024-03-02,136.14,4085.77,Current
LOAN000869,CUST002229,Personal,32657,0.1062,36,2022-06-18,1063.21,10703.37,Current
LOAN000870,CUST004786,Mortgage,267443,0.0337,240,2019-10-23,1532.58,143938.97,Current
LOAN000871,CUST002078,Mortgage,245239,0.0305,360,2024-05-11,1041.19,83031.26,Current
LOAN000872,CUST000583,Auto,23729,0.073,48,2022-09-06,571.51,11153.62,Current
LOAN000873,CUST000204,Personal,26988,0.0647,24,2025-07-21,1201.81,3922.81,Delinquent
LOAN000874,CUST004347,Personal,22063,0.0843,48,2025-04-19,543.08,14793.45,Current
LOAN000875,CUST003479,Personal,44619,0.1089,12,2025-06-06,3941.11,5143.11,Current
LOAN000876,CUST002930,Mortgage,151185,0.0469,360,2022-10-23,783.41,83003.67,Current
LOAN000877,CUST003086,Auto,46944,0.0461,36,2019-03-14,1398.66,26332.47,Current
LOAN000878,CUST001019,Auto,42308,0.0499,60,2024-02-23,798.12,28978.08,Paid Off
LOAN000879,CUST001584,Mortgage,227515,0.0552,180,2020-09-26,1860.86,119129.74,Current
